vidId,vidTitle,vidUrl,viewCount,likeCount,chanName,chanUrl,subsCount,vidCount,category
QOCJVuq-Qo4,Suscríbete al canal de Volkswagen Lovers,https://www.youtube.com/watch?v=QOCJVuq-Qo4,610536,266,Volkswagen México,https://www.youtube.com/channel/UCtmME8CwD34JZkXQXhflSkw,658000,936,2
rQ6twiAmVyI,HUGE Property Rights WIN at Supreme Court,https://www.youtube.com/watch?v=rQ6twiAmVyI,186680,12024,Steve Lehto,https://www.youtube.com/channel/UCMljRGC0eBJrxbUorWEnasg,395000,2024,2
h5o3lr9cEMM,Part 2 main kiss kiss pula sobat🥺🦋❣️ #mikhaya #ammarnazhanteam #amz #aishelly #cemanwawa,https://www.youtube.com/watch?v=h5o3lr9cEMM,50546,Not available,The Syaa,https://www.youtube.com/channel/UCPTVBrxViNcj3L-2ulW1AMA,34600,344,2
R0a5-k9fMbo,OBSERVAÇÕES DIÁRIAS (EP. 218),https://www.youtube.com/watch?v=R0a5-k9fMbo,172241,17762,Xracing Videos,https://www.youtube.com/channel/UCW3oIxTLllTLK3Vy9jzdoEg,3010000,385,2
u0RXexVmK1s,Proyecto Toyota Supra Mk.5 - NO QUEMARÁ MAS ACEITE😎  Ep.2,https://www.youtube.com/watch?v=u0RXexVmK1s,36339,3830,Tuner Garage,https://www.youtube.com/channel/UCogBBnpXklLiRf_IfZEu4rA,374000,558,2
NYi8iaG8lmo,Interior Comfort &amp; Luxury in the New C-Class (2021),https://www.youtube.com/watch?v=NYi8iaG8lmo,242155,5210,Mercedes-Benz,https://www.youtube.com/channel/UClj0L8WZrVydk5xKOscI6-A,1770000,2075,2
MPEc3pX6Jv8,Hyundai Creta Prestige 2.0 AT 2018 - SUV bonito e confiável até 90 mil mas bebe muito...,https://www.youtube.com/watch?v=MPEc3pX6Jv8,34432,3455,Carros do Xenão,https://www.youtube.com/channel/UCV7ZpRaSA8EsuCNT3ouygWQ,717000,1301,2
rjc4YFC8AKA,ALTROZ iCNG | OMG! It&#39;s CNG! | TV Film,https://www.youtube.com/watch?v=rjc4YFC8AKA,203783,433,Tata Motors Cars,https://www.youtube.com/channel/UCNmgKwY9b4MoE04ZFrIWGVw,233000,3071,2
T9YphoGmeaE,Lintas Masa – Menebar Kebahagiaan dari Barang Bekas di Bali,https://www.youtube.com/watch?v=T9YphoGmeaE,8718203,202,ToyotaIndonesia,https://www.youtube.com/channel/UCxVa64ZcWGi_VStlkfmoteQ,674000,788,2
cGVzJNObu6Q,HYUNDAI ACCENT BI TURBO MAIS DE 200CV?😎Foi tanta potência que não aguentou e QUEBROU NO DINAMÔMETRO?,https://www.youtube.com/watch?v=cGVzJNObu6Q,37015,5974,Auto Super,https://www.youtube.com/channel/UC08IZDh4NSFHl8KYpYNdoVg,1400000,3859,2
y9JfsE5t7fc,I FINALLY DROVE THE MERCEDES AMG ONE! || Manny Khoshbin,https://www.youtube.com/watch?v=y9JfsE5t7fc,175858,11134,Manny Khoshbin,https://www.youtube.com/channel/UCJmo2vO5Fsj8xKGcoCmBJvg,1590000,329,2
DvQHTNnnpsw,"Beli Mobil Listrik, Kalau Nggak Suka Uang Kembali 100%! Ini Beneran? | Moladin",https://www.youtube.com/watch?v=DvQHTNnnpsw,11119,424,Moladin,https://www.youtube.com/channel/UCe_kuDuuvFw6iaBHLHy9BDA,175000,361,2
4n8gqH3jqKk,2 মিনিটে উ ড়া বে ইসরাইলের ৭ শহর || ইরানের খাইবার মি সা ইল নিয়ে তোলপাড় ||,https://www.youtube.com/watch?v=4n8gqH3jqKk,35991,2726,NAYEEM ELLI 2,https://www.youtube.com/channel/UCDNW63qbWlkeYN6V003VDew,1050000,3599,2
0uJnKCU3iP0,England to the Sahara by Motorbike | Part 4: Towards the Atlas Mountains,https://www.youtube.com/watch?v=0uJnKCU3iP0,20519,2659,Freddie Dobbs,https://www.youtube.com/channel/UCf9GL3LN1vWhSyvuzKAT5Mg,90900,233,2
